city,state,zipcode,address,scan_date
Birmingham,AL,35233,"1801 4th Avenue South, Birmingham, AL 35233",2022-11-09 18:03:43
Bessemer,AL,35021,"1800 19th Street, Bessemer, AL 35021",2022-11-09 18:03:43
Birmingham,AL,35242,"4647 Hwy. 280 S, Birmingham, AL 35242",2022-11-09 18:03:43
Alabaster,AL,35007,"9970 Highway 119, Alabaster, AL 35007",2022-11-09 18:03:43
Vestavia,AL,35242,"3215 Endeavor Ln, Vestavia, AL 35242",2022-11-09 18:03:43
Hoover,AL,35244,"Two Chase Corporate Drive , Suite 10, Hoover, AL 35244",2022-11-09 18:03:43
Hoover,AL,35244,"2740 John Hawkins Parkway, Hoover, AL 35244",2022-11-09 18:03:43
Arab,AL,35016,"1012 North Brindle Mountian Parkway, Arab, AL 35016",2022-11-09 18:03:43
TRUSSVILLE,AL,35173,"465 Main Street, TRUSSVILLE, AL 35173",2022-11-09 18:03:43
4476 MontevAL,4476,MontevAL, 4476 MontevAL,2022-11-09 18:03:43
Birmingham,AL,35205,"1024 20th Street South Unit 101, Birmingham, AL 35205",2022-11-09 18:03:43
Center Point,AL,35215,"1600 Huffman Road, Center Point, AL 35215",2022-11-09 18:03:43
Gadsden,AL,35904,"2225 West Meighan Boulevard, Gadsden, AL 35904",2022-11-09 18:03:43
Birmingham,AL,35233,"731 29th St S, Birmingham, AL 35233",2022-11-09 18:03:43
Birmingham,AL,35203,"2820 Richard Arrington Jr Blvd N, Birmingham, AL 35203",2022-11-09 18:03:43
Birmingham,AL,35244,"1948 Montgomery Hwy, Birmingham, AL 35244",2022-11-09 18:03:43
Dothan,AL,36303,"1001 Commons Drive, Dothan, AL 36303",2022-11-09 18:03:43
Mountain Brook,AL,35223,"2721 Cahaba Rd, Mountain Brook, AL 35223",2022-11-09 18:03:43
Gadsden,AL,35901,"1510 Rainbow Drive, Gadsden, AL 35901",2022-11-09 18:03:43
Birmingham,AL,35205,"1024 20th Street South, Unit 101, Birmingham, AL 35205",2022-11-09 18:03:43
Hoover,AL,35244,"2000 Riverchase Galleria, Hoover, AL 35244",2022-11-09 18:03:43
Birmingham,AL,35203,"1801 5th Ave N, Birmingham, AL 35203",2022-11-09 18:03:43
Birmingham,AL,35242,"4503 Riverview Pkwy, Birmingham, AL 35242",2022-11-09 18:03:43
Vestavia,AL,35243,"4704 Cahaba River Rd, Vestavia, AL 35243",2022-11-09 18:03:43
Hoover,AL,35216,"1539 Montgomery Highway, Hoover, AL 35216",2022-11-09 18:03:43
Birmingham,AL,35205,"2000 Highland Ave S, Birmingham, AL 35205",2022-11-09 18:03:43
Birmingham,AL,35204,"2201 4th Place West, Birmingham, AL 35204",2022-11-09 18:03:43
Birmingham,AL,35218,"526 19th Street Ensley, Birmingham, AL 35218",2022-11-09 18:03:43
Dothan,AL,36301,"2190 Ross Clark Circle, Dothan, AL 36301",2022-11-09 18:03:43
Mountain Brook,AL,35213,"81 Church St, Ste 104, Mountain Brook, AL 35213",2022-11-09 18:03:43
Birmingham,AL,35233,"2709 7th Ave S, Birmingham, AL 35233",2022-11-09 18:03:43
Birmingham,AL,35209,"1830 29th Ave S, Birmingham, AL 35209",2022-11-09 18:03:43
Birmingham,AL,35244,"1851 Montgomery Hwy S, Birmingham, AL 35244",2022-11-09 18:03:43
Montevallo,AL,35115,"1241 Valley Street, Montevallo, AL 35115",2022-11-09 18:03:43
Dothan,AL,36301,"123 Tree Crest Rd, Dothan, AL 36301",2022-11-09 18:03:43
Birmingham,AL,35209,"1017 Oxmoor Rd, Birmingham, AL 35209",2022-11-09 18:03:43
Birmingham,AL,35210,"1680 Montclair Rd Suite 400, Birmingham, AL 35210",2022-11-09 18:03:43
Ashford,AL,36312,"1932 Old Hwy 84, Ashford, AL 36312",2022-11-09 18:03:43
Birmingham,AL,35244,"3232 Galleria Cir, Birmingham, AL 35244",2022-11-09 18:03:43
Birmingham,AL,35235,"5881 Trussville Crossings Blvd, Birmingham, AL 35235",2022-11-09 18:03:43
Birmingham,AL,35242,"5426 Hwy 280  Suite 14, Birmingham, AL 35242",2022-11-09 18:03:43
Birmingham,AL,35242,"340 Inverness Corners, Birmingham, AL 35242",2022-11-09 18:03:43
3314 Pelham Parkway,AL,35124,"3314 Pelham Parkway, AL 35124",2022-11-09 18:03:43
Birmingham,AL,35211,"1116 Lomb Avenue, Birmingham, AL 35211",2022-11-09 18:03:43
Oxford,AL,36203,"220 Leon Smith Parkway, Oxford, AL 36203",2022-11-09 18:03:43
Birmingham,AL,35209,"1919 28th Ave S, Birmingham, AL 35209",2022-11-09 18:03:43
Mobile,AL,36619,"4385 Range Line Rd., Mobile, AL 36619",2022-11-09 18:03:43
Homewood,AL,35209,"808 Green Springs Hwy, 140, Homewood, AL 35209",2022-11-09 18:03:43
Birmingham,AL,35173,"5083 Pinnacle Sq., Birmingham, AL 35173",2022-11-09 18:03:43
Birmingham,AL,35203,"1821 2nd Avenue North, Birmingham, AL 35203",2022-11-09 18:03:43
Birmingham,AL,35244,"5816 Lake Cyrus Blvd, Birmingham, AL 35244",2022-11-09 18:03:43
Vestavia Hills,AL,35242,"11967 Liberty Pkwy, Vestavia Hills, AL 35242",2022-11-09 18:03:43
209 41st St S Birmingham,AL,nan," 209 41st St S Birmingham, AL",2022-11-09 18:03:43
Birmingham,AL,35218,"400 19th Street Ensley, Birmingham, AL 35218",2022-11-09 18:03:43
Bessemer,AL,35022,"5040 Academy Lane, Bessemer, AL 35022",2022-11-09 18:03:43
Tillmans Corner,AL,36619,"5000 Rangeline Crossing Drive South, Suite G, Tillmans Corner, AL 36619",2022-11-09 18:03:43
Birmingham,AL,35209,"585 Brookwood Village, Birmingham, AL 35209",2022-11-09 18:03:43
Birmingham,AL,35205,"1024 20th Street South, Birmingham, AL 35205",2022-11-09 18:03:43
Birmingham,AL,35233,"2208 6th Avenue South, Birmingham, AL 35233",2022-11-09 18:03:43
Mobile,AL,36619,"4419 Rangline Rd., Mobile, AL 36619",2022-11-09 18:03:43
Birmingham,AL,35243,"329 Summit Blvd, Birmingham, AL 35243",2022-11-09 18:03:43
Birmingham,AL,35203,"120 19th St N , Birmingham, AL 35203",2022-11-09 18:03:43
Birmingham,AL,35233,"1801 4th Ave S, 115, Birmingham, AL 35233",2022-11-09 18:03:43
Birmingham,AL,35215,"2346 Center Point Pkwy, Birmingham, AL 35215",2022-11-09 18:03:43
Dothan,AL,36303,"3400 Montgomery Hwy, Dothan, AL 36303",2022-11-09 18:03:43
Birmingham,AL,35215,"2400 Center Point Parkway, Birmingham, AL 35215",2022-11-09 18:03:43
Hoover,AL,35244,"3780 Riverchase Village Ste. 110, Hoover, AL 35244",2022-11-09 18:03:43
Dothan,AL,36301,"1865 E Main St, Dothan, AL 36301",2022-11-09 18:03:43
Birmingham,AL,35233-1944,"1801 4th Ave S, Birmingham, AL 35233-1944",2022-11-09 18:03:43
Alabaster,AL,35007,"470 Colonial Promenade Pkwy, Alabaster, AL 35007",2022-11-09 18:03:43
Birmingham,AL,35223,"4673 Hwy 280, Birmingham, AL 35223",2022-11-09 18:03:43
Hoover,AL,35226,"5519 Grove Blvd #137, Hoover, AL 35226",2022-11-09 18:03:43
Alabaster,AL,35007,"630 1st Street North, Alabaster, AL 35007",2022-11-09 18:03:43
Alabaster,AL,35007,"149 Buck Creek Plaza, Alabaster, AL 35007",2022-11-09 18:03:43
Attalla,AL,35954,"500 Cherry St, Attalla, AL 35954",2022-11-09 18:03:43
Dothan,AL,36301,"1905 East Main Street, Dothan, AL 36301",2022-11-09 18:03:43
Birmingham,AL,35210,"7718 Crestwood Boulevard, Birmingham, AL 35210",2022-11-09 18:03:43
Hoover,AL,35244,"4741 Chace Circle Ste 105, Hoover, AL 35244",2022-11-09 18:03:43
Bessemer,AL,35022,"4933 Promenade Pkwy. Ste. 133, Bessemer, AL 35022",2022-11-09 18:03:43
Birmingham,AL,35210,"2145 Bessemer Rd, Birmingham, AL 35210",2022-11-09 18:03:43
Birmingham,AL,35216,"700 Montgomery Hwy, Birmingham, AL 35216",2022-11-09 18:03:43
Birmingham,AL,35223,"2727 Highway 280, Birmingham, AL 35223",2022-11-09 18:03:43
Calera,AL,35040,"101 Super Center Drive, Calera, AL 35040",2022-11-09 18:03:43
2432 Helena Rd,AL,35080,"2432 Helena Rd, AL 35080",2022-11-09 18:03:43
Birmingham,AL,35233,"1801 4th Avenue South, Birmingham, AL 35233",2022-11-09 18:03:43
Birmingham,AL,35218,"2017 Avenue F, Birmingham, AL 35218",2022-11-09 18:03:43
Albertville,AL,35950,"7921 Us Highway 431, Albertville, AL 35950",2022-11-09 18:03:43
Birmingham,AL,35203,"715 18th St N, Birmingham, AL 35203",2022-11-09 18:03:43
Birmingham,AL,35233,"2016 5th Ave S, Birmingham, AL 35233",2022-11-09 18:03:43
2296 Pelham Parkway,AL,35124,"2296 Pelham Parkway, AL 35124",2022-11-09 18:03:43
Birmingham,AL,35209,"2902 18th St S, Birmingham, AL 35209",2022-11-09 18:03:43
Hoover,AL,35244,"Riverchase Galleria & Montgomery Highway South, Hoover, AL 35244",2022-11-09 18:03:43
Anniston,AL,36206,"5630 Mcclellan Boulevard, Anniston, AL 36206",2022-11-09 18:03:43
Vestavia Hills,AL,35243,"2419 Acton Rd, Vestavia Hills, AL 35243",2022-11-09 18:03:43
Midfield,AL,35228,"1429 Woodward Road, Midfield, AL 35228",2022-11-09 18:03:43
Homewood,AL,35209,"195 Vulcan Road , Homewood, AL 35209",2022-11-09 18:03:43
Bessemer,AL,35023,"3044 Allison-Bonnett Memorial Drive, Bessemer, AL 35023",2022-11-09 18:03:43
Birmingham,AL,35203,"1905 Park Place, Birmingham, AL 35203",2022-11-09 18:03:43
Birmingham,AL,35204,"344 Finley Avenue West, Birmingham, AL 35204",2022-11-09 18:03:43
Birmingham,AL,35235,"5975 Service Road (Trussville), Birmingham, AL 35235",2022-11-09 18:03:43
Birmingham,AL,35233,"1a 20th Street South, Birmingham, AL 35233",2022-11-09 18:03:43
Birmingham,AL,35205,"10 6th Avenue South, Birmingham, AL 35205",2022-11-09 18:03:43
Anniston,AL,36206,"5430 Mcclellan Blvd, Anniston, AL 36206",2022-11-09 18:03:43
Alabaster,AL,35007,"478 1st Street Sw, Alabaster, AL 35007",2022-11-09 18:03:43
Dothan,AL,36305,"3835 West Main Street, Dothan, AL 36305",2022-11-09 18:03:43
Trussville,AL,35173,"445 Main St, 121, Trussville, AL 35173",2022-11-09 18:03:43
Hoover,AL,35216,"1694 Montgomery Hwy, Hoover, AL 35216",2022-11-09 18:03:43
ALABASTER,AL,35040,"520 Highway 119, ALABASTER, AL 35040",2022-11-09 18:03:43
Birmingham,AL,35205,"1918 11th Ave S, Birmingham, AL 35205",2022-11-09 18:03:43
4689 Pinson Blvd,AL,35126,"4689 Pinson Blvd, AL 35126",2022-11-09 18:03:43
1845 Center Point Pkwy,AL,35215,"1845 Center Point Pkwy, AL 35215",2022-11-09 18:03:43
Homewood,AL,35209,"213 State Farm Pkwy, Homewood, AL 35209",2022-11-09 18:03:43
Albertville,AL,35950,"7155 Us Highway 431, Albertville, AL 35950",2022-11-09 18:03:43
Arab,AL,35016,"2423 Old Huntsville Highway, Arab, AL 35016",2022-11-09 18:03:43
Birmingham,AL,35208,"2451 Crossplex Blvd, Birmingham, AL 35208",2022-11-09 18:03:43
BESSEMER,AL,35040,"4736 Ea, STERN VALLEY ROAD, BESSEMER, AL 35040",2022-11-09 18:03:43
Bessemer,AL,35022,"5000 Bond Blvd, Bessemer, AL 35022",2022-11-09 18:03:43
Birmingham,AL,35242,"5231 Highway 280 South, Birmingham, AL 35242",2022-11-09 18:03:43
Birmingham,AL,35214,"1428 Forestdale Blvd, Birmingham, AL 35214",2022-11-09 18:03:43
Dothan,AL,36303,"2371 Murphy Mill Rd Ste 6, Dothan, AL 36303",2022-11-09 18:03:43
Birmingham,AL,35233,"219 29th St S, Birmingham, AL 35233",2022-11-09 18:03:43
Alabaster,AL,35007,"200 1st Street South, Alabaster, AL 35007",2022-11-09 18:03:43
Dothan,AL,36303,"1774 Montgomery Hwy, Dothan, AL 36303",2022-11-09 18:03:43
Birmingham,AL,35207,"224 Daniel Payne Drive N, Birmingham, AL 35207",2022-11-09 18:03:43
Homewood,AL,35209,"191 W Valley Ave, 108, Homewood, AL 35209",2022-11-09 18:03:43
Birmingham,AL,35233,"1400 University Blvd, Birmingham, AL 35233",2022-11-09 18:03:43
Dothan,AL,36303,"3320 Montgomery Hwy, Dothan, AL 36303",2022-11-09 18:03:43
Dothan,AL,36301,"3371 S. Oates Street, Dothan, AL 36301",2022-11-09 18:03:43
Hoover,AL,35242,"101 Inverness Cors, Hoover, AL 35242",2022-11-09 18:03:43
Anniston,AL,36201,"3234 Mcclellan Blvd., Anniston, AL 36201",2022-11-09 18:03:43
Birmingham,AL,35205,"1901 11th Ave S, Birmingham, AL 35205",2022-11-09 18:03:43
Birmingham,AL,35222,"3310 Clairmont Ave S, Birmingham, AL 35222",2022-11-09 18:03:43
Birmingham,AL,35203,"2301 Richard Arrington Jr Blvd North, 100, Birmingham, AL 35203",2022-11-09 18:03:43
Birmingham,AL,35210,"7724 Ludington Lane, Birmingham, AL 35210",2022-11-09 18:03:43
Birmingham,AL,35203,"2218 2nd Avenue North, Birmingham, AL 35203",2022-11-09 18:03:43
Birmingham,AL,35243,"14 Perimeter Park South, Birmingham, AL 35243",2022-11-09 18:03:43
Birmingham,AL,35222,"3811 Clairmont Ave S, Birmingham, AL 35222",2022-11-09 18:03:43
Hoover,AL,35244,"2943 John Hawkins Parkway, Hoover, AL 35244",2022-11-09 18:03:43
Homewood,AL,35209,"3000 19th St S, Homewood, AL 35209",2022-11-09 18:03:43
Birmingham,AL,35235,"5614 Chalkville Mountain Road, Birmingham, AL 35235",2022-11-09 18:03:43
Irvington,AL,36544,"8175 Hwy 90 West, Irvington, AL 36544",2022-11-09 18:03:43
Anniston,AL,36201,"1925 Quintard Ave, Anniston, AL 36201",2022-11-09 18:03:43
Arab,AL,35016,"111 N Brindlee Mountain Pkwy, Arab, AL 35016",2022-11-09 18:03:43
BIRMINGHAM,AL,35209,"124 Green Springs Hwy., BIRMINGHAM, AL 35209",2022-11-09 18:03:43
Hoover,AL,35244,"5190 Medford Drive, 114, Hoover, AL 35244",2022-11-09 18:03:43
Birmingham,AL,35209,"706 Valley Ave, Birmingham, AL 35209",2022-11-09 18:03:43
Dothan,AL,36303,"3182 Montgomery Highway, Dothan, AL 36303",2022-11-09 18:03:43
Hoover,AL,35244,"4351 Creekside Ave., Hoover, AL 35244",2022-11-09 18:03:43
Attalla,AL,35954,"973 Gilbert Ferry Rd., Attalla, AL 35954",2022-11-09 18:03:43
Birmingham,AL,35203,"113 20th St N, Birmingham, AL 35203",2022-11-09 18:03:43
Birmingham,AL,35235,"1820 Gadsden Hwy, Birmingham, AL 35235",2022-11-09 18:03:43
Birmingham,AL,35242,"5243 Highway 280, Birmingham, AL 35242",2022-11-09 18:03:43
Birmingham,AL,35210,"7001 Crestwood Blvd, Birmingham, AL 35210",2022-11-09 18:03:43
Dothan,AL,36305,"3835 West Main Street, #5, Dothan, AL 36305",2022-11-09 18:03:43
Ardmore,AL,35739,"26462 1st St, Ardmore, AL 35739",2022-11-09 18:03:43
Hoover,AL,35244,"1051 Amber Drive , Suite 100, Hoover, AL 35244",2022-11-09 18:03:43
Birmingham,AL,35244,"2000 Galleria Circle, Birmingham, AL 35244",2022-11-09 18:03:43
Birmingham,AL,35233,"16 14th Street South, Birmingham, AL 35233",2022-11-09 18:03:43
Birmingham,AL,35210,"7748 Crestwood Boulevard, Birmingham, AL 35210",2022-11-09 18:03:43
Pelham,AL,35124,"400 Cahaba Valley Rd, Pelham, AL 35124",2022-11-09 18:03:43
Gadsden,AL,35901,"825 Rainbow Drive, Gadsden, AL 35901",2022-11-09 18:03:43
Birmingham,AL,35235,"1654 Gadsden Highway, Birmingham, AL 35235",2022-11-09 18:03:43
Albertville,AL,35950,"7398 Us Highway 431, Albertville, AL 35950",2022-11-09 18:03:43
ARAB,AL,35016,"1204 N. Brindlee Mountain Pkwy., ARAB, AL 35016",2022-11-09 18:03:43
